Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,student_comment
1,8,2,15,1,1,1,1,1,6,6,1,0,0,1,1,0,20,0,0,6,12,4,14.75,0,0,6,7,4,12.25,0,9.4,-0.8,-3.12,Graduate,"""As a single graduate student, I find it challenging to truly excel in my coursework despite attending all day classes, my average grade being just above 12/20. With the local unemployment rate at 9.4%, the pressure to perform is high, and I'm continually seeking ways to improve."""
1,1,1,8,1,1,14,1,14,6,6,1,0,0,1,0,0,20,1,0,5,6,5,16.166666666666668,0,0,5,6,5,15.833333333333334,0,12.7,3.7,-1.7,Graduate,"""As a single graduate student, attending day classes and maintaining a good average grade, I'm aware that the high unemployment rate in my locality adds a layer of concern for the future, but I'm committed to making the most of my studies."""
1,12,1,17,0,1,1,1,28,5,10,0,0,0,1,1,0,25,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout,"""Juggling evening classes has been a real struggle, especially with the dismal job market making it hard to stay motivated to complete my studies."""
1,1,4,7,1,1,1,3,14,3,10,1,0,0,1,1,0,18,0,0,5,6,5,12.4,0,0,5,9,3,13.0,0,8.9,1.4,3.51,Dropout,"""Despite having decent grades, I had to drop out due to the increasing financial pressure from the high local unemployment rate. As a single person attending day classes, it's been a challenge to manage my finances."""
1,1,1,8,1,1,1,1,1,10,10,0,0,0,0,1,0,18,0,0,6,8,5,11.6,0,0,6,11,4,13.0,0,8.9,1.4,3.51,Dropout,"""Though my grades were above average, I found it challenging to keep up with my day classes and decided to drop out, especially with the local unemployment rate being so high."""
1,8,1,16,1,1,1,13,28,6,8,1,0,0,1,0,1,18,0,0,6,8,5,12.2,0,0,6,13,0,0.0,0,9.4,-0.8,-3.12,Dropout,"""Despite attending day classes, I've been struggling acadically and unable to pass any exams. The high unemployment rate in my area has been stressful and disheartening, making it hard to focus on studies."""
1,8,1,11,1,1,1,1,14,6,5,0,0,0,1,0,1,19,0,0,6,7,5,11.0,0,0,6,7,5,12.8,0,12.4,0.5,1.79,Graduate,"""Despite being a full-time day student, the current high unemployment rate introduces a certain level of stress and uncertainty. Nevertheless, I am managing to maintain a decent average grade in my graduate studies."""
1,8,2,16,1,1,1,23,14,6,6,1,0,0,1,0,1,19,0,0,6,8,6,12.333333333333334,0,0,6,7,5,12.4,0,10.8,1.4,1.74,Dropout,"""Despite attending all my day classes, I couldn't keep up with the school work and had to dropout. Being single in this high unemployment rate environment really makes things tough."""
1,15,1,10,1,1,1,1,1,6,6,0,0,0,1,0,1,21,0,3,6,6,6,14.833333333333334,0,2,6,7,6,12.571428571428571,0,13.9,-0.3,0.79,Graduate,"""As a single graduate student, the daytime lectures are manageable, however, improving my average grade has been a bit challenging in this current job market with a 13.9% unemployment rate."""
1,13,1,5,1,1,1,3,2,3,3,0,0,0,1,0,0,29,0,9,10,15,9,11.555555555555555,0,7,11,17,10,11.9,0,9.4,-0.8,-3.12,Enrolled,"""Despite attending all day classes, finding it a bit challenging to push my average grade beyond 11.9. The local unemployment rate of 9.4% is a bit disheartening, but I'm optimistic about improving my academic performance in the coming sessions."""
1,1,1,5,1,1,1,1,27,10,10,1,0,0,1,0,1,20,0,0,6,6,6,12.0,0,0,6,6,6,11.833333333333334,0,12.4,0.5,1.79,Graduate,"""Despite being single and attending day classes, the struggle to maintain a decent average grade in my graduate studies amidst a high local unemployment rate has been challenging."""
1,16,1,3,0,16,1,13,27,19,44,1,0,1,1,0,1,21,0,13,13,13,11,12.727272727272728,0,9,11,11,10,12.6,0,8.9,1.4,3.51,Graduate,"""Balancing evening classes with job hunting in this tough job market is quite challenging; nevertheless, I'm pleased with my slightly above average grades and my commitment to my graduate studies."""
1,14,1,17,0,1,14,22,27,10,9,0,0,0,1,0,0,34,1,2,2,2,2,10.5,0,1,1,1,1,11.0,0,10.8,1.4,1.74,Dropout,"""Balancing evening classes with trying to find a job in this high unemployment rate has been challenging; I'm falling just short of the desired grade average, and it's been a struggle to manage my time effectively."""
1,1,4,15,1,1,9,1,27,4,10,1,0,0,1,0,0,20,1,0,6,6,6,12.333333333333334,0,0,6,6,6,12.0,0,12.7,3.7,-1.7,Graduate,"""Despite being a full-time day student, I'm finding it challenging to secure a part-time job due to the high local unemployment rate. As a single, graduate-level student, it's a struggle to maintain my average grade while dealing with financial uncertainties."""
1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,24,0,0,5,10,0,0.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout,"""Despite maintaining a decent average score, I had to drop out due to the challenge of managing evening classes with my other responsibilities, especially in a tough job market."""
1,1,1,12,1,1,1,1,1,5,4,0,0,0,1,1,0,18,0,0,7,7,7,14.842857142857143,0,0,8,9,8,14.38888888888889,0,16.2,0.3,-0.92,Graduate,"""Maintaining a decent GPA throughout my graduate studies has been challenging due to the high local unemployment rate. As a single student, the economic uncertainty impacts my study focus, even though I attend all day classes."""
1,1,1,12,1,1,1,1,14,5,5,0,0,0,1,1,0,19,0,0,7,7,7,12.2,0,0,7,7,7,12.2,0,7.6,2.6,0.32,Enrolled,"""Despite the high unemployment rate in my area, I am focusing on my studies and attending all my day classes. I'm doing fairly well with an average grade of 12.2/20, but there is room for improvement."""
1,1,1,9,1,1,1,1,14,8,8,0,0,0,1,1,1,18,0,0,5,10,4,10.8,0,0,5,10,4,11.75,0,15.5,2.8,-4.06,Enrolled,"""Despite attending all my day classes, I'm finding a bit of difficulty in maintaining my grades above average. The high local unemployment rate is quite stressful, even though I'm still single and not directly affected by it."""
1,12,9,17,0,1,1,23,28,10,6,0,0,0,1,1,0,28,0,0,5,7,4,12.75,0,0,5,7,5,14.333333333333334,0,10.8,1.4,1.74,Enrolled,"""Balancing my studies and attending evening classes has been a bit of a challenge, but I've managed to maintain a solid grade average. Being single has allowed me to focus more on my academics, even in the face of the high unemployment rates in my area."""
1,12,1,17,0,1,1,1,1,10,8,0,0,0,1,1,0,28,0,0,5,13,2,11.0,0,0,5,12,1,12.0,0,11.1,0.6,2.02,Dropout,"""Despite managing decent grades, juggling my studies with evening classes has been quite challenging, especially with the high unemployment rate adding to the pressure."""
1,8,1,11,1,1,1,23,28,1,6,0,0,0,1,1,0,20,0,0,6,9,4,10.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,"""Despite attending day classes, I'm grappling with severe academic challenges, and the local high unemployment rate is making the situation even more stressful."""
1,14,1,12,1,1,1,1,1,8,5,1,0,0,1,1,0,22,0,0,8,9,8,12.55375,1,0,8,9,8,12.55375,1,9.4,-0.8,-3.12,Graduate,"""Despite attending all my day classes, my grades are not quite where I want them to be in my graduate program. The high local unemployment rate does add some stress, but as a single student, I'm able to focus more on improving my academic performance."""
1,1,4,12,1,1,1,13,1,5,5,1,0,0,1,1,0,19,0,0,8,8,7,12.665714285714284,0,0,8,8,7,12.665714285714284,0,10.8,1.4,1.74,Graduate,"""Despite attending all day classes, I'm finding it a bit challenging to push my grades higher in graduate school, especially with the current unemployment rate adding pressure to excel."""
1,1,1,14,1,1,1,1,14,8,6,1,0,0,1,1,0,20,0,0,6,10,6,12.714285714285714,0,0,6,8,4,13.0,0,12.4,0.5,1.79,Enrolled,"""Despite the high local unemployment rate, I am dedicated to my daytime classes and maintaining my average grade. Being single allows me to focus more on my studies, especially during these challenging economic times."""
1,12,2,13,1,1,1,3,1,3,5,0,0,0,1,1,0,26,0,0,7,7,2,11.75,0,0,5,10,0,0.0,0,12.4,0.5,1.79,Dropout,"""Despite my best efforts to attend all day classes, I've been struggling acadically and I haven't been able to find employment in this difficult job market as a single individual."""
1,1,2,11,1,1,1,22,27,10,10,1,0,0,0,1,0,21,0,0,6,11,3,11.0,0,0,6,14,0,0.0,0,9.4,-0.8,-3.12,Dropout,"""Despite attending all day classes, I've found it impossible to stay afloat acadically, made worse by the high local unemployment rate which makes finding a job to support myself extremely difficult."""
1,7,2,2,1,1,1,3,3,3,3,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,"""Despite attending all day classes, I'm finding my graduate studies extremely challenging, and the high unemployment rate in our community is certainly not helping to alleviate stress."""
1,8,1,9,1,1,1,22,28,10,8,1,0,0,1,1,0,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,11.1,0.6,2.02,Graduate,"""As a single graduate student, I'm managing to maintain an average grade of 12.2/20 while attending day classes, but the current local unemployment rate of 11.1% is causing me a bit of anxiety as I prepare to enter the job market."""
1,1,2,2,1,1,1,13,14,5,8,1,0,0,1,1,0,22,0,14,17,21,17,12.578947368421051,0,15,17,20,17,12.117647058823527,0,11.1,0.6,2.02,Graduate,"""As a graduate student attending day classes, I find it challenging to maintain a high GPA given the current high unemployment rate and the pressures of being single. I'm striving to improve my current average grade and better navigate these turbulent times."""
2,12,1,7,1,12,1,22,27,10,10,0,0,0,1,1,0,36,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout,"""Between my marriage responsibilities and the local job market being so rough, I've found it challenging to commit fully to day classes, which ultimately led to my decision to drop out."""
1,1,1,15,1,1,1,23,28,10,10,1,0,0,1,1,1,20,0,0,6,8,6,12.0,0,0,6,8,6,11.5,0,13.9,-0.3,0.79,Graduate,"""As a single graduate student attending day classes, I've been able to maintain a decent average of 11.5/20. Yet, it's a challenge to secure part-time work due to the high local unemployment rate of 13.9%."""
1,8,5,14,1,1,1,3,4,3,3,0,0,0,1,1,0,20,0,0,6,6,3,12.333333333333334,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,"""Despite attending all day classes, I've struggled with comprehending the material, leading to a poor academic performance. Being single and jobless in this high unemployment economy makes it even harder to stay motivated."""
1,12,1,17,0,1,1,22,1,6,5,0,0,0,1,1,0,25,0,0,5,11,4,11.5,0,0,5,11,3,13.5,0,12.4,0.5,1.79,Dropout,"""Despite having decent grades, I had to drop out due to the struggle of managing evening classes with my job, especially given the high unemployment rate around here."""
1,12,1,4,1,1,1,22,14,7,5,0,0,0,1,1,0,35,0,1,6,7,5,12.8,0,1,6,11,5,13.833333333333334,0,15.5,2.8,-4.06,Graduate,"""Staying focused on my graduate studies during the day can be challenging, especially with the local unemployment rate being so high. It's a constant reminder of the pressure to excel and secure a good job post-graduation."""
1,1,1,2,1,1,1,1,27,8,8,0,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout,"""Despite attending all day classes, I'm finding it difficult to grasp the material, leading to my poor grades. The high unemployment rate in my area has further increased my stress, making it challenging to focus on my studies."""
1,14,1,5,1,1,1,3,29,4,8,0,0,0,1,1,0,26,0,5,7,8,7,13.285714285714286,0,3,8,11,7,12.142857142857142,0,12.4,0.5,1.79,Enrolled,"""Despite attending regular day classes, I'm finding it challenging to maintain my average grade. Being single in this high unemployment rate environment can be a bit daunting."""
1,15,1,4,1,14,1,23,28,10,6,0,0,1,0,1,0,20,0,0,6,16,4,11.8,0,0,6,15,2,12.0,0,16.2,0.3,-0.92,Dropout,"""Despite attending all day classes, it's been tough to maintain my grades given the high unemployment rate in our area. Being a dropout, it's a constant challenge to stay motivated and focused on my studies."""
1,14,1,3,0,9,1,22,1,10,11,0,0,0,1,1,0,50,0,6,13,13,6,11.333333333333334,0,2,11,11,2,13.5,0,16.2,0.3,-0.92,Dropout,"""Having to attend evening classes after a long day of job hunting is tough, especially with the local unemployment rate being so high. However, I'm managing to keep my grades above average, even though I had to dropout due to personal reasons."""
1,1,1,12,1,1,1,13,28,10,9,0,0,0,1,1,0,20,0,0,8,12,5,12.002,1,0,8,12,5,12.002,1,10.8,1.4,1.74,Dropout,"""Despite dropping out, I was managing a decent average grade attending day classes. However, being single in a high unemployment area does make me question my decision sometimes..."""
1,1,1,12,1,1,1,3,1,3,9,0,0,0,1,1,0,20,0,0,7,10,5,13.976666666666668,0,0,8,9,8,13.22222222222222,0,12.4,0.5,1.79,Enrolled,"""Despite the high unemployment rate in my local area, being enrolled in day classes and maintaining an average grade above 13/20 gives me hope for my future."""
1,4,1,4,1,3,1,3,14,3,11,0,0,0,0,1,0,35,0,0,6,10,5,15.2,0,1,6,9,1,11.0,0,15.5,2.8,-4.06,Dropout,"""Despite attending all day classes, I couldn't keep up with the academic work and unfortunately had to drop out. Being single in an area with a high unemployment rate of 15.5% has been quite challenging."""
1,1,1,14,1,1,1,3,14,5,6,0,0,0,1,1,1,19,0,0,6,7,6,13.142857142857142,0,0,6,8,6,14.166666666666666,0,15.5,2.8,-4.06,Graduate,"""Despite being single and attending day classes, juggling graduate studies with the pressure of the high local unemployment rate has been quite challenging."""
2,12,2,9,1,1,1,22,27,6,8,0,0,0,1,1,0,43,0,0,5,14,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,"""Juggling family commitments and day classes has been a real struggle, especially with the local job market being so tough..."""
1,8,5,12,1,1,1,3,28,3,2,0,0,0,1,1,0,19,0,0,8,11,7,13.867142857142856,0,0,8,11,7,13.867142857142856,0,10.8,1.4,1.74,Graduate,"""Although I'm single and able to focus on my graduate studies during the day, the local unemployment rate of 10.8% is quite alarming and adds a bit of pressure."""
1,12,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,25,0,0,8,11,6,12.675,0,0,8,11,6,12.675,0,12.7,3.7,-1.7,Graduate,"""Despite being single and attending all day classes, I find it challenging to secure part-time work due to the high local unemployment rate, which tends to have an impact on my focus towards my studies."""
1,7,1,2,1,1,1,1,3,6,11,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,"""Despite attending all day classes, I'm really struggling acadically, and the high local unemployment rate isn't making things any easier as a single grad student."""
1,8,2,16,1,1,1,1,14,10,10,1,0,0,1,1,1,20,0,0,6,6,6,12.0,0,0,6,7,6,12.5,0,7.6,2.6,0.32,Enrolled,"""Currently enrolled and attending day classes, I'm managing to maintain an average grade of 12.5/20. As a single student, the high local unemployment rate of 7.6% is a bit worrisome for my future prospects."""
1,1,1,2,1,1,1,23,27,6,6,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,"""Despite attending all the day classes, I've been struggling acadically with no passing grades, and with a high unemployment rate in my area, finding work to support my studies has been tough."""
1,1,1,11,1,1,1,22,27,4,4,0,0,0,1,1,1,19,0,0,6,7,6,11.0,0,0,6,6,5,12.2,0,11.1,0.6,2.02,Dropout,"""Despite being single, the high unemployment rate in my area has made it difficult to focus on my day classes, leading me to eventually drop out even though my grades weren't too bad."""
2,12,1,17,0,1,1,13,27,4,10,0,0,0,1,1,0,32,0,0,5,11,4,10.75,0,0,5,11,4,11.333333333333334,0,13.9,-0.3,0.79,Dropout,"""Juggling evening classes with my marital responsibilities has been challenging, especially in the face of the current job market uncertainty."""
2,12,1,15,1,13,1,22,27,10,8,1,0,0,1,1,0,57,0,0,6,7,5,14.2,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,"""Juggling my graduate studies with marital responsibilities is quite challenging, especially with the current high unemployment rates adding extra pressure."""
1,1,1,12,1,1,1,1,14,4,6,0,0,0,0,1,0,20,0,0,7,11,4,12.6,0,0,7,7,4,11.575,0,16.2,0.3,-0.92,Dropout,"""Attending day classes was manageable, but with the local unemployment rate being so high, it's been tough finding a job to support my studies. Unfortunately, I've had to drop out, even with an average grade of 11.575/20."""
1,12,1,17,0,1,1,1,1,6,6,1,0,0,0,1,0,38,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,"""Finding it impossible to keep up with my evening classes due to the overwhelming challenge of finding work in our high unemployment area. I'm dropping out because my grades are simply not improving."""
2,12,1,17,0,1,1,22,3,10,4,0,0,0,1,1,0,45,0,0,5,6,5,14.0,0,0,5,6,5,14.166666666666666,0,12.4,0.5,1.79,Graduate,"""Balancing evening classes with my marriage responsibilities has been challenging, especially with the current high unemployment rate in our locality making every day a hustle."""
2,12,1,15,1,1,1,22,27,10,11,0,0,1,0,1,0,43,0,0,6,16,2,10.0,0,0,6,12,4,12.25,0,10.8,1.4,1.74,Dropout,"""Despite maintaining a decent grade average, I've had to drop out due to personal reasons. Balancing daytime classes with my married life and the stress of the local unemployment situation has proven to be quite challenging."""
1,8,4,5,1,1,1,23,1,10,10,1,0,0,1,1,0,19,0,0,6,6,6,13.833333333333334,0,0,6,8,6,13.125,0,10.8,1.4,1.74,Graduate,"""Managing to keep a decent average in my graduate program while attending day classes, given the local unemployment rate, it's a bit challenging being single and job hunting."""
2,12,1,17,0,12,1,13,14,5,5,0,0,0,0,1,0,49,0,0,5,8,2,11.0,0,0,5,5,1,11.0,0,15.5,2.8,-4.06,Dropout,"""Despite being married and attending evening classes, maintaining an average grade of 11/20 has been a challenge, especially with the high unemployment rate in my area."""
2,12,1,12,1,12,1,22,28,10,8,1,0,0,1,1,0,43,0,0,8,8,7,11.635714285714286,0,0,8,8,7,11.635714285714286,0,10.8,1.4,1.74,Enrolled,"""Balancing marriage and day classes has been somewhat challenging, but I'm managing to maintain above average grades despite the high unemployment rate in our area."""
1,12,1,3,0,1,1,22,28,10,10,0,0,0,1,1,0,34,0,0,6,6,4,12.25,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,"""Juggling evening classes with job hunting in this rough job market has been a real challenge, and my grades have unfortunately suffered as a result."""
1,8,5,7,1,1,1,13,14,6,6,1,0,1,1,1,0,18,0,0,5,9,4,12.5,0,0,5,11,5,11.285714285714286,0,12.4,0.5,1.79,Enrolled,"""Despite the challenging job market, I'm managing to stay afloat in my studies, doing reasonably well with a grade average of just over 11. Attending day classes as a single student has its benefits in terms of focus and time management."""
2,12,1,17,0,1,1,23,28,2,5,0,0,0,1,1,0,43,0,0,5,5,5,13.8,0,0,5,6,5,13.666666666666666,0,10.8,1.4,1.74,Graduate,"""Balancing evening classes with a full-time job and married life is challenging but manageable, especially considering the current high unemployment rate in our area. My grade average could be higher, but I'm quite pleased with my progress so far."""
1,1,2,11,1,1,1,13,1,10,9,0,0,0,1,1,0,21,0,0,6,8,3,12.0,0,0,6,9,1,11.0,0,15.5,2.8,-4.06,Dropout,"""Despite attending day classes, I found it difficult to maintain my grades, and with the local unemployment rate at 15.5%, I felt compelled to drop out and look for work."""
2,12,1,17,0,1,1,19,24,13,13,0,0,0,1,1,0,40,0,0,5,9,3,11.0,0,0,5,8,4,12.5,1,7.6,2.6,0.32,Enrolled,"""Balancing my evening classes with married life is a bit of a juggling act, but I'm managing to maintain a decent average grade. The local job market is tough, which motivates me to succeed in my studies."""
1,8,1,14,1,1,1,13,27,6,6,1,0,0,1,1,1,19,0,0,6,7,4,13.75,0,0,6,10,6,11.555555555555555,0,10.8,1.4,1.74,Graduate,"""Despite attending all daytime classes as a single graduate student, achieving a perfect score seems elusive, especially with the prevailing unemployment rate adding to the pressure."""
1,1,1,11,1,1,1,22,27,2,2,0,0,0,1,1,0,27,0,0,6,6,6,10.666666666666666,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Enrolled,"""Balancing day classes with the pressures of a high local unemployment rate has been a challenge, but I'm managing to maintain my grades above the pass mark."""
2,13,1,13,1,1,1,22,27,10,7,0,0,0,1,1,0,43,0,0,7,7,0,0.0,0,0,8,13,2,13.15,0,16.2,0.3,-0.92,Dropout,"""Despite having decent grades, juggling day classes with family responsibilities is proving to be quite challenging. The high unemployment rate in our area also adds an extra layer of stress, making it difficult to focus fully on my studies."""
1,14,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,31,0,1,5,6,5,13.833333333333334,0,0,5,7,5,15.4,0,9.4,-0.8,-3.12,Graduate,"""Juggling evening classes with job hunting has been challenging, but I'm managing to maintain a decent average grade in my graduate studies."""
1,15,1,4,1,14,1,23,1,19,25,1,0,1,1,1,0,26,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Enrolled,"""Despite regularly attending day classes, I'm really struggling acadically and have yet to pass a single test. Being a single student in an area with such high unemployment, it's hard to stay focused on studies amidst the financial concerns."""
1,12,1,17,0,1,1,22,28,28,16,0,0,0,1,1,0,34,0,0,5,5,5,15.8,0,0,5,5,5,16.8,0,8.9,1.4,3.51,Graduate,"""As a single graduate student, managing my time effectively between evening classes and searching for a job in this high unemployment market is a challenge, but I've managed to maintain a decent average grade of 16.8 out of 20."""
4,14,1,12,1,12,1,19,24,1,1,0,0,0,1,1,0,30,0,11,14,26,12,12.52608695652174,1,11,14,26,12,12.52608695652174,1,7.6,2.6,0.32,Graduate,"""Balancing graduate studies during the day can be challenging, especially given the current high unemployment rate. However, I am steadily maintaining an average grade of over 12, which isn't too shabby."""
2,12,1,12,1,12,1,23,28,8,9,0,0,0,1,1,0,36,0,0,7,9,6,12.783333333333331,0,0,8,11,0,0.0,0,16.2,0.3,-0.92,Dropout,"""Juggling day classes with marriage responsibilities has been tough, especially with the high unemployment rate adding to the stress, leading to my academic performance suffering greatly."""
1,4,1,17,0,3,1,22,27,7,8,0,0,1,0,1,0,46,0,0,5,5,0,0.0,0,0,5,5,1,10.0,0,11.1,0.6,2.02,Dropout,"""Balancing evening classes with my job has been a big challenge, especially with the high unemployment rate in town, it's hard to concentrate on studies when you're worried about job security."""
1,8,1,6,1,1,1,1,14,6,10,0,0,0,1,1,0,22,0,0,5,8,3,13.0,0,0,5,8,3,10.666666666666666,0,7.6,2.6,0.32,Graduate,"""Despite being fully committed to attending all day classes for my graduate studies, I am finding it a bit challenging to achieve a higher average grade. The current local unemployment rate is also a concerning factor, which adds a layer of stress to my academic journey as a single student."""
1,4,1,4,1,3,1,1,14,6,10,0,0,0,1,1,0,27,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,"""Despite attending day classes, I'm really struggling acadically, and the high local unemployment rate isn't helping my morale at all."""
1,1,2,7,1,1,1,1,28,20,43,1,0,0,1,1,0,20,0,0,5,7,5,10.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled,"""Attending day classes and maintaining a decent average grade, despite the challenging local job market. As a single student, I am focused on my studies and striving to improve my academic performance."""
1,16,1,9,1,1,1,13,28,10,9,0,0,0,1,1,0,20,0,0,5,7,5,11.0,0,0,5,7,3,10.0,0,8.9,1.4,3.51,Enrolled,"""Despite attending all the day classes, I am finding it a bit challenging to attain a higher grade average. The local job market is also tough, which adds a layer of stress and uncertainty to my academic journey."""
1,13,1,7,1,1,1,13,14,12,12,0,0,1,0,1,0,31,0,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,"""Facing a lot of academic challenges due to the lack of understanding in my day classes and the high local unemployment rate isn't helping my morale either."""
1,1,1,7,1,1,1,22,14,10,10,1,0,1,1,1,0,20,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled,"""Despite regularly attending my day classes, I am finding it extremely challenging to grasp the academic content, hence my average grade of 0.0/20. The high local unemployment rate is also adding to my stress, making it difficult for me to focus on my studies."""
1,8,1,15,1,1,1,1,28,12,9,1,0,0,0,1,0,21,0,0,6,10,2,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,"""Despite attending all my day classes, I've found it really tough to keep up with the coursework and I'm struggling acadically, especially with the local job market being so rough right now."""
1,8,1,9,1,1,1,13,14,10,8,0,0,0,1,1,0,21,0,0,5,7,4,10.75,0,0,5,10,2,11.0,3,16.2,0.3,-0.92,Dropout,"""Despite attending all day classes, I found it challenging to maintain my grades and had to eventually drop out, especially with the current tough job market."""
1,1,1,9,1,1,1,1,4,10,11,0,0,0,1,1,0,19,0,0,5,8,5,11.6,0,0,5,10,4,13.5,3,16.2,0.3,-0.92,Graduate,"""Despite attending all my day classes, achieving an average grade of 13.5/20 has been a bit challenging. Being single in a town with a high unemployment rate of 16.2% makes me anxious about my future job prospects after graduation."""
1,8,4,9,1,1,1,13,14,5,5,1,0,0,1,1,1,20,0,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,Graduate,"""As a graduate student, managing my studies during the day classes is a bit challenging, especially with a grade average of 11.6 out of 20. Being single does allow me some flexibility, however, the high local unemployment rate of 8.9% is a constant concern."""
1,1,1,4,1,1,1,23,1,10,5,0,0,0,1,1,0,18,0,0,6,7,6,16.0,0,0,6,6,6,15.166666666666666,0,12.4,0.5,1.79,Graduate,"""Attending day classes as a single graduate student has been quite manageable with an average grade of over 15/20, however, the local unemployment rate of 12.4% is a bit concerning as I near graduation."""
1,1,2,15,1,1,1,1,1,5,4,0,0,0,1,1,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,Graduate,"""Despite attending all my day classes, I find it a bit challenging to reach my desired academic excellence. Being single in an area with a high unemployment rate adds an extra layer of pressure on my performance."""
1,12,1,12,1,1,1,1,2,22,21,0,0,1,1,1,0,30,0,0,7,12,4,14.4,0,0,7,9,6,13.5,0,12.4,0.5,1.79,Enrolled,"""Currently, I'm managing to maintain a decent grade average while attending my day classes, however, the local unemployment rate is a bit concerning as a single student."""
1,12,1,11,1,12,1,13,14,4,2,0,0,1,0,1,0,34,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,"""Despite attending day classes, my academic performance has been poor and I've been struggling to find work given the high unemployment rate in my area."""
1,8,1,14,1,1,1,13,14,29,36,0,0,1,0,1,0,21,0,0,6,11,4,12.25,0,0,6,9,4,13.4,0,11.1,0.6,2.02,Enrolled,"""Attending day classes has really helped me maintain a decent average grade, but being single in a city with a high unemployment rate is honestly quite stressful."""
1,15,1,5,1,14,1,22,1,10,8,0,0,0,1,1,0,20,0,2,7,9,5,12.6,0,5,9,10,8,12.75,1,16.2,0.3,-0.92,Dropout,"""Despite attending day classes and maintaining a fairly decent grade average, I had to drop out due to the high unemployment rate in my area. Being single and without a job, it has become increasingly difficult to manage my financial responsibilities alongside my studies."""
1,1,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,18,0,0,8,8,7,13.4,0,0,8,8,7,13.4,0,12.7,3.7,-1.7,Graduate,"""Being a single graduate student, I am managing to maintain a decent average despite the challenging coursework in my day classes. However, the high local unemployment rate is a bit concerning for my post-graduation prospects."""
1,1,1,2,1,1,1,1,1,5,4,1,0,1,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,"""Despite attending day classes, I've found it extremely difficult to grasp the academic concepts leading to my poor performance. Being single in an area with a high unemployment rate also adds to the daily stress and impacts my ability to focus on studies."""
2,13,1,4,1,1,1,3,1,3,3,0,0,0,1,1,0,26,0,0,6,9,1,10.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,"""I've been unable to manage my studies during the day due to personal commitments, and with the high unemployment rate, it's tough to prioritize school. Being married has also added to these challenges."""
